etiqueta,codigo
"Operadores de máquinas para elaborar cereales, productos de panadería y repostería y artículos de chocolate",8274
Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas,8275
Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas,8275
Operadores de máquinas para fabricar azúcares,8276
Operadores de máquinas para fabricar azúcares,8276
"Operadores de máquinas para elaborar té, café y cacao",8277
"Operadores de máquinas para elaborar té, café y cacao",8277
"Operadores de máquinas para elaborar cerveza, vinos y otras bebidas",8278
"Operadores de máquinas para elaborar cerveza, vinos y otras bebidas",8278
Operadores de máquinas para elaborar productos del tabaco,8279
Operadores de máquinas para elaborar productos del tabaco,8279
Montadores de mecanismos y elementos mecánicos de máquinas,8281
Montadores de mecanismos y elementos mecánicos de máquinas,8281
Montadores de equipos eléctricos,8282
Montadores de equipos eléctricos,8282
Montadores de equipos electrónicos,8283
Montadores de equipos electrónicos,8283
"Montadores de productos metálicos, de caucho y de material plástico",8284
"Montadores de productos metálicos, de caucho y de material plástico",8284
Montadores de productos de madera y de materiales afines,8285
Montadores de productos de madera y de materiales afines,8285
"Montadores de productos de cartón, textiles y materiales afines",8286
"Montadores de productos de cartón, textiles y materiales afines",8286
Otros operadores de máquinas y montadores,8290
Otros operadores de máquinas y montadores,8290
Otros operadores de máquinas y montadores,8290
Otros operadores de máquinas y montadores,8290
Maquinistas de locomotoras,8311
"Guardafrenos, guardagujas y agentes de maniobras",8312
Conductores de motocicletas,8321
"Conductores de automóviles, taxis y camionetas",8322
Conductores de autobuses y tranvías,8323
Conductores de camiones pesados,8324
Operadores de maquinaria agrícola y forestal motorizada,8331
Operadores de máquinas de movimiento de tierras y afines,8332
Operadores de grúas de aparatos elevadores y afines,8333
Operadores de carretillas y elevadoras,8334
Marineros de cubierta y afines,8340
Vendedores ambulantes de productos comestibles,9111
Vendedores ambulantes de productos no comestibles,9112
Vendedores a domicilio y por teléfono,9113
Vendedores a domicilio y por teléfono,9113
Limpiabotas y otros trabajadores callejeros,9120
Personal doméstico,9131
"Limpiadores de oficinas, hoteles y otros establecimientos",9132
"Limpiadores de oficinas, hoteles y otros establecimientos",9132
Lavanderos y planchadores manuales,9133
Conserjes,9141
"Lavadores de vehículos, ventanas y afines",9142
"Lavadores de vehículos, ventanas y afines",9142
"Lavadores de vehículos, ventanas y afines",9142
"Mensajeros, porteadores y repartidores",9151
Porteros y guardianes y afines,9152
Porteros y guardianes y afines,9152
Porteros y guardianes y afines,9152
"Recolectores de dinero en aparatos de venta automática, lectores de medidores y afines",9153
Recolectores de basura,9161
Recolectores de basura,9161
Barrenderos y afines,9162
Barrenderos y afines,9162
Barrenderos y afines,9162
Mozos de labranza y peones agropecuarios,9211
Mozos de labranza y peones agropecuarios,9211
Mozos de labranza y peones agropecuarios,9211
Mozos de labranza y peones agropecuarios,9211
Peones forestales,9212
"Peones de la pesca, la caza y la trampa",9213
Peones de minas y canteras,9311
"Peones de obras públicas y mantenimiento carreteras, presas y obras similares",9312
Peones de la construcción de edificios,9313
Peones de montaje,9321
Peones de montaje,9321
Embaladores manuales y otros peones de la industria manufacturera,9322
Embaladores manuales y otros peones de la industria manufacturera,9322
Conductores de vehículos accionados a pedal o a brazo,9331
Conductores de vehículos y máquinas de tracción animal,9332
Peones de carga,9333
Peones de carga,9333
Fuerzas armadas,0110
Fuerzas armadas,0110
Fuerzas armadas,0110
