"","sector","categoria","trabaja","se trabaja","mes"
"1240","Administracion Publica","asalariado con contrato definido",3509.566771,864.028895377867,24
"1241","Inmobiliarias","asalariado con contrato definido",6796.52163363,2233.389734639,24
"1242","Agropecuario-Silvicola","asalariado con contrato indefinido",10412.48110761,2992.86918198631,24
"1243","Industria Manufacturera","asalariado con contrato indefinido",13026.79652936,2714.42581439876,24
"1244","Electricidad, Gas y Agua","asalariado con contrato indefinido",587.93663227,371.355456894423,24
"1245","Construccion","asalariado con contrato indefinido",1617.1175991,650.38977568848,24
"1246","Comercio","asalariado con contrato indefinido",11359.57301928,2119.60959669716,24
"1247","Hoteles y Restoranes","asalariado con contrato indefinido",1440.25318516,538.739915815628,24
"1248","Transporte y Comunicaciones","asalariado con contrato indefinido",3703.56902033,1066.50985183486,24
"1249","Intermediacion Financiera","asalariado con contrato indefinido",895.79588039,428.854934468658,24
"1250","Servicios Sociales y Personales","asalariado con contrato indefinido",21392.74710123,3187.69578137799,24
"1251","Administracion Publica","asalariado con contrato indefinido",5838.03718782,1263.21376873673,24
"1252","Inmobiliarias","asalariado con contrato indefinido",1792.29463829,602.114722520704,24
"1253","Agropecuario-Silvicola","no remunerado",1009.63079071,834.57570725714,24
"1254","Comercio","no remunerado",1341.50492349,667.782046560661,24
"1255","Hoteles y Restoranes","no remunerado",72.18411925,72.18411925,24
"1256","Transporte y Comunicaciones","no remunerado",73.83766902,73.8376690199999,24
"1257","Inmobiliarias","no remunerado",77.32854363,77.32854363,24
"1258","Agropecuario-Silvicola","empleador",1245.23956803,613.390498807179,25
"1259","Industria Manufacturera","empleador",2662.75608616,922.792368123203,25
"1260","Construccion","empleador",364.22250988,185.902249715735,25
"1261","Comercio","empleador",2040.42645482,861.862907054572,25
"1262","Hoteles y Restoranes","empleador",269.22564005,269.22564005,25
"1263","Transporte y Comunicaciones","empleador",302.92755604,302.92755604,25
"1264","Servicios Sociales y Personales","empleador",399.10872198,355.960477323219,25
"1265","Inmobiliarias","empleador",403.90340805,403.903408049999,25
"1266","Agropecuario-Silvicola","cuenta propia",7003.02187105,1674.39190983022,25
"1267","Industria Manufacturera","cuenta propia",2937.66374625,806.763116653591,25
"1268","Construccion","cuenta propia",4707.61811451,1697.17550913311,25
"1269","Comercio","cuenta propia",16967.51826564,2221.17230584151,25
"1270","Hoteles y Restoranes","cuenta propia",2258.09327446,864.376167393856,25
"1271","Transporte y Comunicaciones","cuenta propia",2816.49894317,693.536691543179,25
"1272","Servicios Sociales y Personales","cuenta propia",6436.87795562,1820.03373339767,25
"1273","Inmobiliarias","cuenta propia",2647.53900776,987.024317912477,25
"1274","Agropecuario-Silvicola","asalariado sin contrato",16081.50179787,3737.65148259018,25
"1275","Industria Manufacturera","asalariado sin contrato",1100.34022589,623.223420860874,25
"1276","Construccion","asalariado sin contrato",5494.71648943,1232.85401711699,25
"1277","Comercio","asalariado sin contrato",4763.07240355,1133.86211236329,25
"1278","Hoteles y Restoranes","asalariado sin contrato",1035.83533163,497.74871086093,25
"1279","Transporte y Comunicaciones","asalariado sin contrato",2588.94684054,977.870042988841,25
"1280","Servicios Sociales y Personales","asalariado sin contrato",6972.16362822,1554.87971215174,25
"1281","Administracion Publica","asalariado sin contrato",449.52417969,343.942037387914,25
"1282","Inmobiliarias","asalariado sin contrato",155.76311729,94.7906662713199,25
"1283","Agropecuario-Silvicola","asalariado con contrato definido",6553.88506165,2016.81624766707,25
"1284","Industria Manufacturera","asalariado con contrato definido",2526.33400516,932.745903122165,25
"1285","Electricidad, Gas y Agua","asalariado con contrato definido",619.36060927,390.112816844249,25
"1286","Construccion","asalariado con contrato definido",4140.06640623,1291.11341778882,25
"1287","Comercio","asalariado con contrato definido",1505.07896797,557.892971678297,25
"1288","Hoteles y Restoranes","asalariado con contrato definido",1184.24289174,754.404194239077,25
"1289","Transporte y Comunicaciones","asalariado con contrato definido",319.21398378,252.403440045017,25
"1290","Intermediacion Financiera","asalariado con contrato definido",245.51296283,171.744933726641,25
"1291","Servicios Sociales y Personales","asalariado con contrato definido",6879.42871943,1270.97766894316,25
"1292","Administracion Publica","asalariado con contrato definido",3357.93595699,946.13152573764,25
"1293","Inmobiliarias","asalariado con contrato definido",5867.97843394,2173.64149386833,25
"1294","Agropecuario-Silvicola","asalariado con contrato indefinido",11194.01923655,2886.10333661585,25
"1295","Mineria","asalariado con contrato indefinido",71.17442529,71.17442529,25
"1296","Industria Manufacturera","asalariado con contrato indefinido",11818.38378523,2540.15848413596,25
"1297","Electricidad, Gas y Agua","asalariado con contrato indefinido",1154.25767742,644.974638581299,25
"1298","Construccion","asalariado con contrato indefinido",1348.62380656,632.985022315459,25
"1299","Comercio","asalariado con contrato indefinido",11870.45214668,2144.47927602849,25
"1300","Hoteles y Restoranes","asalariado con contrato indefinido",1862.08211763,659.160945882791,25
"1301","Transporte y Comunicaciones","asalariado con contrato indefinido",3495.2026021,1021.42836332529,25
"1302","Intermediacion Financiera","asalariado con contrato indefinido",933.20027206,428.332149583559,25
"1303","Servicios Sociales y Personales","asalariado con contrato indefinido",21813.87538455,3109.67237748057,25
"1304","Administracion Publica","asalariado con contrato indefinido",6051.09547958,1299.07437508442,25
"1305","Inmobiliarias","asalariado con contrato indefinido",2182.77762547,671.530025029156,25
"1306","Agropecuario-Silvicola","no remunerado",229.10350854,229.10350854,25
"1307","Industria Manufacturera","no remunerado",230.76483433,230.76483433,25
"1308","Comercio","no remunerado",1318.59943582,653.150749241858,25
"1309","Hoteles y Restoranes","no remunerado",71.76421654,71.76421654,25
"1310","Transporte y Comunicaciones","no remunerado",73.40167704,73.4016770399999,25
"1311","Inmobiliarias","no remunerado",76.87193895,76.8719389500001,25
"1312","Agropecuario-Silvicola","empleador",706.19390836,413.915657151644,26
"1313","Industria Manufacturera","empleador",3087.25450523,1275.43135934928,26
"1314","Construccion","empleador",608.03543719,352.320912174167,26
"1315","Comercio","empleador",1393.12486225,572.99429981317,26
"1316","Hoteles y Restoranes","empleador",273.58926152,273.58926152,26
"1317","Transporte y Comunicaciones","empleador",700.23638248,498.951373187804,26
"1318","Servicios Sociales y Personales","empleador",440.53344156,396.416689322966,26
"1319","Inmobiliarias","empleador",1072.05626642,628.301210135054,26
"1320","Agropecuario-Silvicola","cuenta propia",8539.14339941,1655.70260720284,26
"1321","Industria Manufacturera","cuenta propia",3578.2267874,1063.35329068266,26
"1322","Construccion","cuenta propia",5991.03653258,1800.77333687021,26
"1323","Comercio","cuenta propia",17703.74382439,2150.09819638424,26
"1324","Hoteles y Restoranes","cuenta propia",2250.8239835,840.51806798425,26
"1325","Transporte y Comunicaciones","cuenta propia",3163.17869905,726.425212875211,26
"1326","Servicios Sociales y Personales","cuenta propia",6456.9171004,1846.29796188224,26
"1327","Inmobiliarias","cuenta propia",2194.54416483,950.856019926968,26
"1328","Agropecuario-Silvicola","asalariado sin contrato",13029.74100413,3593.45409944454,26
"1329","Industria Manufacturera","asalariado sin contrato",922.03757128,469.043641920804,26
"1330","Construccion","asalariado sin contrato",4747.94633046,1031.72329224621,26
"1331","Comercio","asalariado sin contrato",4596.16593473,1120.89220751072,26
"1332","Hoteles y Restoranes","asalariado sin contrato",989.34998602,432.964071455491,26
"1333","Transporte y Comunicaciones","asalariado sin contrato",1695.50100485,661.386756630046,26
"1334","Servicios Sociales y Personales","asalariado sin contrato",7820.17982268,1556.67477711129,26
"1335","Administracion Publica","asalariado sin contrato",127.36569134,90.66598841624,26
"1336","Inmobiliarias","asalariado sin contrato",275.89593257,212.442785421637,26
"1337","Agropecuario-Silvicola","asalariado con contrato definido",5799.65694431,1648.49064085612,26
"1338","Industria Manufacturera","asalariado con contrato definido",2753.64695057,961.684754601626,26
"1339","Electricidad, Gas y Agua","asalariado con contrato definido",269.18335076,167.954599039173,26
"1340","Construccion","asalariado con contrato definido",1754.61214381,643.185930361483,26
"1341","Comercio","asalariado con contrato definido",2109.54959826,615.375947320221,26
"1342","Hoteles y Restoranes","asalariado con contrato definido",1168.40402843,742.714513986668,26
"1343","Transporte y Comunicaciones","asalariado con contrato definido",950.67149837,512.33717057311,26
"1344","Intermediacion Financiera","asalariado con contrato definido",117.25254065,117.25254065,26
"1345","Servicios Sociales y Personales","asalariado con contrato definido",7100.24757251,1316.26022598556,26
"1346","Administracion Publica","asalariado con contrato definido",4101.63232635,999.513537493279,26
"1347","Inmobiliarias","asalariado con contrato definido",5151.91277964,2122.71777482848,26
"1348","Agropecuario-Silvicola","asalariado con contrato indefinido",10646.51761946,2680.80054396444,26
"1349","Mineria","asalariado con contrato indefinido",71.37635024,71.37635024,26
"1350","Industria Manufacturera","asalariado con contrato indefinido",11931.93801763,2478.48248103082,26
"1351","Electricidad, Gas y Agua","asalariado con contrato indefinido",1170.18085941,658.103049084287,26
"1352","Construccion","asalariado con contrato indefinido",937.13097008,577.66811355584,26
"1353","Comercio","asalariado con contrato indefinido",11720.70181509,2113.34388467416,26
"1354","Hoteles y Restoranes","asalariado con contrato indefinido",1839.90153971,654.730636223235,26
"1355","Transporte y Comunicaciones","asalariado con contrato indefinido",1950.51273869,726.438519812637,26
"1356","Intermediacion Financiera","asalariado con contrato indefinido",505.75765864,210.694307490685,26
"1357","Servicios Sociales y Personales","asalariado con contrato indefinido",21096.35891514,3217.64571825918,26
"1358","Administracion Publica","asalariado con contrato indefinido",5814.16972816,1275.67318949842,26
"1359","Inmobiliarias","asalariado con contrato indefinido",2022.70427383,620.580622042879,26
"1360","Agropecuario-Silvicola","no remunerado",225.64570214,225.64570214,26
"1361","Industria Manufacturera","no remunerado",234.5050813,234.5050813,26
"1362","Comercio","no remunerado",747.20353149,338.556326387066,26
"1363","Hoteles y Restoranes","no remunerado",71.07580821,71.07580821,26
"1364","Transporte y Comunicaciones","no remunerado",74.29249732,74.2924973200001,26
"1365","Inmobiliarias","no remunerado",77.80487516,77.8048751599999,26
"1366","Agropecuario-Silvicola","empleador",1095.425102,819.239830871399,27
"1367","Industria Manufacturera","empleador",3361.58126207,1456.24054350948,27
"1368","Construccion","empleador",829.471371,426.590156681875,27
"1369","Comercio","empleador",1504.49466646,616.812112980096,27
"1370","Hoteles y Restoranes","empleador",432.10938255,317.483045393685,27
"1371","Transporte y Comunicaciones","empleador",396.93616851,396.93616851,27
"1372","Servicios Sociales y Personales","empleador",611.38785842,432.773756901408,27
"1373","Inmobiliarias","empleador",667.7151166,480.499282621864,27
"1374","Agropecuario-Silvicola","cuenta propia",8327.90197047,1572.22895510067,27
"1375","Industria Manufacturera","cuenta propia",5154.29776169,1268.29915337489,27
"1376","Construccion","cuenta propia",6108.62386241,1843.76021358395,27
"1377","Comercio","cuenta propia",16702.48530921,1901.0327739656,27
"1378","Hoteles y Restoranes","cuenta propia",1872.18208746,844.427109904284,27
"1379","Transporte y Comunicaciones","cuenta propia",3783.33805026,849.728553324242,27
"1380","Servicios Sociales y Personales","cuenta propia",6614.74211784,1906.02470940179,27
"1381","Inmobiliarias","cuenta propia",1373.90880557,619.150753674517,27
"1382","Agropecuario-Silvicola","asalariado sin contrato",9893.96313626,3097.21171268832,27
"1383","Industria Manufacturera","asalariado sin contrato",1402.31610584,593.810864701591,27
"1384","Construccion","asalariado sin contrato",4641.67923359,1071.27714287942,27
"1385","Comercio","asalariado sin contrato",3368.81125357,900.836870854243,27
"1386","Hoteles y Restoranes","asalariado sin contrato",1122.42939215,465.809891560598,27
"1387","Transporte y Comunicaciones","asalariado sin contrato",1598.64166917,669.231779803263,27
"1388","Servicios Sociales y Personales","asalariado sin contrato",8105.26427656,1501.74658750154,27
"1389","Administracion Publica","asalariado sin contrato",126.6886273,90.4113707622764,27
"1390","Inmobiliarias","asalariado sin contrato",353.51062747,225.842405483064,27
"1391","Agropecuario-Silvicola","asalariado con contrato definido",6010.66491528,1846.35972953578,27
"1392","Industria Manufacturera","asalariado con contrato definido",3491.19567548,1061.62614200955,27
"1393","Electricidad, Gas y Agua","asalariado con contrato definido",265.38924737,164.585660466258,27
"1394","Construccion","asalariado con contrato definido",1498.91505693,677.928641930547,27
"1395","Comercio","asalariado con contrato definido",2707.52584125,890.609488135414,27
"1396","Hoteles y Restoranes","asalariado con contrato definido",1270.45530326,772.407388610125,27
"1397","Transporte y Comunicaciones","asalariado con contrato definido",1855.6121869,846.342127636841,27
"1398","Intermediacion Financiera","asalariado con contrato definido",296.81894797,296.81894797,27
"1399","Servicios Sociales y Personales","asalariado con contrato definido",6266.96169701,1201.76577093283,27
"1400","Administracion Publica","asalariado con contrato definido",5201.10255511,1110.92761243469,27
"1401","Inmobiliarias","asalariado con contrato definido",3066.53304056,1182.13642110795,27
"1402","Agropecuario-Silvicola","asalariado con contrato indefinido",10266.89643545,2653.69063716423,27
"1403","Mineria","asalariado con contrato indefinido",70.93474938,70.93474938,27
"1404","Industria Manufacturera","asalariado con contrato indefinido",10759.04041339,2522.35215968596,27
"1405","Electricidad, Gas y Agua","asalariado con contrato indefinido",1134.75580521,666.637393017234,27
"1406","Construccion","asalariado con contrato indefinido",1395.58485643,637.595692455528,27
"1407","Comercio","asalariado con contrato indefinido",10447.27431699,1741.70765972266,27
"1408","Hoteles y Restoranes","asalariado con contrato indefinido",1897.0839944,649.349668922028,27
"1409","Transporte y Comunicaciones","asalariado con contrato indefinido",2327.8828773,762.963495890019,27
"1410","Intermediacion Financiera","asalariado con contrato indefinido",690.04243774,279.892265558717,27
"1411","Servicios Sociales y Personales","asalariado con contrato indefinido",21712.06453791,3086.35568653859,27
"1412","Administracion Publica","asalariado con contrato indefinido",5893.64503676,1314.836712417,27
"1413","Inmobiliarias","asalariado con contrato indefinido",1321.95927745,455.61786368539,27
"1414","Agropecuario-Silvicola","no remunerado",1613.40999069,989.637013833698,27
"1415","Industria Manufacturera","no remunerado",237.45515838,237.45515838,27
"1416","Comercio","no remunerado",762.20162015,309.398706501674,27
"1417","Transporte y Comunicaciones","no remunerado",72.20316895,72.20316895,27
"1418","Agropecuario-Silvicola","empleador",1157.63328001,832.371306280395,28
"1419","Industria Manufacturera","empleador",3459.33737057,1503.05546378048,28
"1420","Construccion","empleador",1322.32374905,566.918210667372,28
"1421","Comercio","empleador",1517.08329787,644.090280822783,28
"1422","Hoteles y Restoranes","empleador",313.05404022,231.510067026071,28
"1423","Transporte y Comunicaciones","empleador",997.21365071,563.668259023437,28
"1424","Servicios Sociales y Personales","empleador",874.33287199,531.412614137559,28
"1425","Inmobiliarias","empleador",690.069491,496.94816768249,28
"1426","Agropecuario-Silvicola","cuenta propia",6069.20913677,1380.73529153938,28
"1427","Industria Manufacturera","cuenta propia",6341.08346109,1596.00332781884,28
"1428","Construccion","cuenta propia",5106.25504529,1260.06109057575,28
"1429","Comercio","cuenta propia",18801.89592098,2205.1297987512,28
"1430","Hoteles y Restoranes","cuenta propia",2280.87814024,931.132185391888,28
"1431","Transporte y Comunicaciones","cuenta propia",3604.42591904,927.58599735203,28
"1432","Servicios Sociales y Personales","cuenta propia",7156.08493367,1985.31857948614,28
"1433","Inmobiliarias","cuenta propia",811.95702945,448.794657647496,28
"1434","Agropecuario-Silvicola","asalariado sin contrato",7528.4362582,2321.20050418274,28
"1435","Industria Manufacturera","asalariado sin contrato",2172.94342029,775.470020578248,28
"1436","Construccion","asalariado sin contrato",4013.702356,973.883235508442,28
"1437","Comercio","asalariado sin contrato",3182.36235209,896.715709875212,28
"1438","Hoteles y Restoranes","asalariado sin contrato",913.63751804,393.476101527838,28
"1439","Transporte y Comunicaciones","asalariado sin contrato",2112.80124421,771.452840565587,28
"1440","Servicios Sociales y Personales","asalariado sin contrato",8542.84537798,1509.13466427957,28
"1441","Administracion Publica","asalariado sin contrato",73.29202607,73.29202607,28
"1442","Inmobiliarias","asalariado sin contrato",355.75349542,226.353121406793,28
"1443","Agropecuario-Silvicola","asalariado con contrato definido",4023.99544849,1655.7891462038,28
"1444","Industria Manufacturera","asalariado con contrato definido",3261.43350786,1007.66076449198,28
"1445","Electricidad, Gas y Agua","asalariado con contrato definido",214.34136635,158.932379029694,28
"1446","Construccion","asalariado con contrato definido",2054.25394259,783.777796234315,28
"1447","Comercio","asalariado con contrato definido",3310.56992814,1259.03685734955,28
"1448","Hoteles y Restoranes","asalariado con contrato definido",259.64973607,152.441603309486,28
"1449","Transporte y Comunicaciones","asalariado con contrato definido",1834.72280679,873.588560074934,28
"1450","Intermediacion Financiera","asalariado con contrato definido",612.15161474,433.083892914323,28
"1451","Servicios Sociales y Personales","asalariado con contrato definido",7665.19649285,2069.01496839623,28
"1452","Administracion Publica","asalariado con contrato definido",5531.48491894,1083.26010039508,28
"1453","Inmobiliarias","asalariado con contrato definido",3084.12298666,1218.6842773369,28
"1454","Agropecuario-Silvicola","asalariado con contrato indefinido",8651.4672138,2520.3239683086,28
"1455","Industria Manufacturera","asalariado con contrato indefinido",8954.76691919,1646.02145297107,28
"1456","Electricidad, Gas y Agua","asalariado con contrato indefinido",1296.64573574,728.48726945287,28
"1457","Construccion","asalariado con contrato indefinido",1074.96634507,444.054710666047,28
"1458","Comercio","asalariado con contrato indefinido",11676.1029315,1791.29836042412,28
"1459","Hoteles y Restoranes","asalariado con contrato indefinido",1902.49128495,636.454402328979,28
"1460","Transporte y Comunicaciones","asalariado con contrato indefinido",2185.98240789,738.048510463811,28
"1461","Intermediacion Financiera","asalariado con contrato indefinido",869.65881446,385.471711780185,28
"1462","Servicios Sociales y Personales","asalariado con contrato indefinido",22081.65565225,2728.56344519845,28
"1463","Administracion Publica","asalariado con contrato indefinido",5949.74487817,1459.5571369921,28
"1464","Inmobiliarias","asalariado con contrato indefinido",1283.37107632,460.071865767017,28
"1465","Agropecuario-Silvicola","no remunerado",1428.15452967,1010.30345639559,28
"1466","Industria Manufacturera","no remunerado",283.48677198,283.48677198,28
"1467","Comercio","no remunerado",1018.10407544,356.222208587137,28
"1468","Transporte y Comunicaciones","no remunerado",73.20979281,73.2097928100001,28
"1469","Inmobiliarias","no remunerado",130.17324585,130.17324585,28
"1470","Agropecuario-Silvicola","empleador",1220.81494266,852.740816450941,29
"1471","Industria Manufacturera","empleador",3463.8041308,1657.05643490869,29
"1472","Construccion","empleador",917.25123007,425.253374169351,29
"1473","Comercio","empleador",1338.20050509,619.857753266118,29
"1474","Hoteles y Restoranes","empleador",447.24044459,268.640398518565,29
"1475","Transporte y Comunicaciones","empleador",584.08130804,413.158987575388,29
"1476","Servicios Sociales y Personales","empleador",1180.35006111,790.921866683395,29
"1477","Agropecuario-Silvicola","cuenta propia",4845.73137962,1364.20739236305,29
"1478","Industria Manufacturera","cuenta propia",6219.5094388,1604.27567313631,29
"1479","Construccion","cuenta propia",4612.24932633,1238.18717393221,29
"1480","Comercio","cuenta propia",18308.80115695,2305.3896663523,29
"1481","Hoteles y Restoranes","cuenta propia",1506.40963467,846.118565516353,29
"1482","Transporte y Comunicaciones","cuenta propia",3753.56298402,926.486894690823,29
"1483","Servicios Sociales y Personales","cuenta propia",6065.46478721,1425.61974342081,29
"1484","Inmobiliarias","cuenta propia",977.97285498,504.64443030496,29
"1485","Agropecuario-Silvicola","asalariado sin contrato",6978.71207814,1916.28335862726,29
"1486","Industria Manufacturera","asalariado sin contrato",2704.67447724,844.516345236683,29
"1487","Construccion","asalariado sin contrato",3450.01374034,1049.77930229355,29
"1488","Comercio","asalariado sin contrato",2691.85656363,769.009052860332,29
"1489","Hoteles y Restoranes","asalariado sin contrato",800.89538541,339.309425120806,29
"1490","Transporte y Comunicaciones","asalariado sin contrato",1907.14649914,754.786915665743,29
"1491","Intermediacion Financiera","asalariado sin contrato",74.98549428,74.98549428,29
"1492","Servicios Sociales y Personales","asalariado sin contrato",9481.78073037,1538.56710269653,29
"1493","Administracion Publica","asalariado sin contrato",810.45108471,752.299360407646,29
"1494","Inmobiliarias","asalariado sin contrato",76.11430817,76.1143081699999,29
"1495","Agropecuario-Silvicola","asalariado con contrato definido",3705.8155117,1513.0470703403,29
"1496","Industria Manufacturera","asalariado con contrato definido",3706.32393531,1085.1061338152,29
"1497","Electricidad, Gas y Agua","asalariado con contrato definido",211.54806022,157.211384431011,29
"1498","Construccion","asalariado con contrato definido",2595.87156414,861.08938881866,29
"1499","Comercio","asalariado con contrato definido",3559.79005509,1364.2553737623,29
"1500","Hoteles y Restoranes","asalariado con contrato definido",257.71167147,151.304617261522,29
"1501","Transporte y Comunicaciones","asalariado con contrato definido",1741.38675394,837.192597967997,29
"1502","Intermediacion Financiera","asalariado con contrato definido",619.77512028,438.581498189588,29
"1503","Servicios Sociales y Personales","asalariado con contrato definido",8397.56679481,2132.86097026851,29
"1504","Administracion Publica","asalariado con contrato definido",5452.96680743,1097.35394743309,29
"1505","Inmobiliarias","asalariado con contrato definido",3069.40107589,1374.28806818673,29
"1506","Agropecuario-Silvicola","asalariado con contrato indefinido",7681.18746661,2195.83258545876,29
"1507","Industria Manufacturera","asalariado con contrato indefinido",8124.23824533,1624.8865570232,29
"1508","Electricidad, Gas y Agua","asalariado con contrato indefinido",1268.37346082,713.580206854866,29
"1509","Construccion","asalariado con contrato indefinido",1928.0373293,626.203969201321,29
"1510","Comercio","asalariado con contrato indefinido",12092.21713866,1790.03817550438,29
"1511","Hoteles y Restoranes","asalariado con contrato indefinido",2206.12965905,695.187391709261,29
"1512","Transporte y Comunicaciones","asalariado con contrato indefinido",3850.5284913,1059.6857426041,29
"1513","Intermediacion Financiera","asalariado con contrato indefinido",1280.62070573,520.020191842068,29
"1514","Servicios Sociales y Personales","asalariado con contrato indefinido",21493.70826724,2338.55724784829,29
"1515","Administracion Publica","asalariado con contrato indefinido",5982.82498697,1473.70011400057,29
"1516","Inmobiliarias","asalariado con contrato indefinido",1311.72529511,511.339287270953,29
"1517","Agropecuario-Silvicola","no remunerado",1430.14049894,1011.73695758292,29
"1518","Industria Manufacturera","no remunerado",284.13933092,284.13933092,29
"1519","Construccion","no remunerado",290.1811966,290.1811966,29
"1520","Comercio","no remunerado",1846.39838465,932.871029755075,29
"1521","Transporte y Comunicaciones","no remunerado",74.44528563,74.44528563,29
"1522","Inmobiliarias","no remunerado",130.1993685,130.1993685,29
"1523","Agropecuario-Silvicola","empleador",447.02019782,358.601021863263,30
"1524","Industria Manufacturera","empleador",2670.78549485,1461.63037548577,30
"1525","Construccion","empleador",921.52308544,521.186757340843,30
"1526","Comercio","empleador",1263.92966309,575.22189239425,30
"1527","Hoteles y Restoranes","empleador",431.94051409,254.199652135801,30
"1528","Transporte y Comunicaciones","empleador",587.04476688,415.37022837966,30
"1529","Servicios Sociales y Personales","empleador",1012.23868538,772.81414411536,30
"1530","Agropecuario-Silvicola","cuenta propia",6477.87126219,1713.28553817864,30
"1531","Industria Manufacturera","cuenta propia",4981.02516367,1339.49990949462,30
"1532","Construccion","cuenta propia",4334.33401472,1235.71573339928,30
"1533","Comercio","cuenta propia",19987.02028416,2369.02912208868,30
"1534","Hoteles y Restoranes","cuenta propia",1439.29219591,846.740938480969,30
"1535","Transporte y Comunicaciones","cuenta propia",3800.36667833,870.212255104105,30
"1536","Servicios Sociales y Personales","cuenta propia",5396.791596,1312.97260079785,30
"1537","Inmobiliarias","cuenta propia",1322.87875831,621.906036080865,30
"1538","Agropecuario-Silvicola","asalariado sin contrato",8532.13563045,1957.63610496487,30
"1539","Industria Manufacturera","asalariado sin contrato",1700.89552639,655.017212974108,30
"1540","Construccion","asalariado sin contrato",2964.2633061,1042.97885439331,30
"1541","Comercio","asalariado sin contrato",3320.89074663,843.884322266151,30
"1542","Hoteles y Restoranes","asalariado sin contrato",819.34500756,343.14580987219,30
"1543","Transporte y Comunicaciones","asalariado sin contrato",2279.14918452,713.086032008129,30
"1544","Intermediacion Financiera","asalariado sin contrato",76.01241714,76.01241714,30
"1545","Servicios Sociales y Personales","asalariado sin contrato",10126.53079935,1597.64748087595,30
"1546","Administracion Publica","asalariado sin contrato",1065.44885213,800.549192758216,30
"1547","Inmobiliarias","asalariado sin contrato",68.07943243,68.0794324299999,30
"1548","Agropecuario-Silvicola","asalariado con contrato definido",3332.22196121,1294.39631600532,30
"1549","Industria Manufacturera","asalariado con contrato definido",3355.19496987,1013.83949176594,30
"1550","Electricidad, Gas y Agua","asalariado con contrato definido",216.62867864,160.370263491432,30
"1551","Construccion","asalariado con contrato definido",3001.86737369,883.87558883485,30
"1552","Comercio","asalariado con contrato definido",3393.05331248,1265.87146290023,30
"1553","Hoteles y Restoranes","asalariado con contrato definido",110.56351584,110.56351584,30
"1554","Transporte y Comunicaciones","asalariado con contrato definido",1121.89179621,520.103752142803,30
"1555","Intermediacion Financiera","asalariado con contrato definido",326.26250099,326.26250099,30
"1556","Servicios Sociales y Personales","asalariado con contrato definido",9533.55678838,2136.36657977515,30
"1557","Administracion Publica","asalariado con contrato definido",4576.65346575,1100.75066097601,30
"1558","Inmobiliarias","asalariado con contrato definido",1335.53970574,1008.31345956284,30
"1559","Agropecuario-Silvicola","asalariado con contrato indefinido",7724.58477241,2156.14570810558,30
"1560","Industria Manufacturera","asalariado con contrato indefinido",8015.59514919,1602.13572564478,30
"1561","Electricidad, Gas y Agua","asalariado con contrato indefinido",1269.66019616,710.446080543482,30
"1562","Construccion","asalariado con contrato indefinido",1656.80102273,610.740047070236,30
"1563","Comercio","asalariado con contrato indefinido",13470.3254798,1907.76629313998,30
"1564","Hoteles y Restoranes","asalariado con contrato indefinido",2244.78253074,709.965339618303,30
"1565","Transporte y Comunicaciones","asalariado con contrato indefinido",3604.46747521,1005.83280481117,30
"1566","Intermediacion Financiera","asalariado con contrato indefinido",1241.17397216,506.923110276667,30
"1567","Servicios Sociales y Personales","asalariado con contrato indefinido",19854.74634461,2284.02379801079,30
"1568","Administracion Publica","asalariado con contrato indefinido",5830.05201259,1439.31840978932,30
"1569","Inmobiliarias","asalariado con contrato indefinido",1579.32570901,546.300394310122,30
"1570","Industria Manufacturera","no remunerado",282.99509833,282.99509833,30
"1571","Construccion","no remunerado",289.01263335,289.01263335,30
"1572","Comercio","no remunerado",2238.35197277,1022.15406632272,30
"1573","Transporte y Comunicaciones","no remunerado",75.0128108,75.0128107999999,30
"1574","Inmobiliarias","no remunerado",131.43937629,131.43937629,30
"1575","Agropecuario-Silvicola","empleador",699.24849867,435.217230138701,31
"1576","Industria Manufacturera","empleador",2734.62581545,1460.04455844009,31
"1577","Construccion","empleador",801.76437198,503.171131610982,31
"1578","Comercio","empleador",1214.16500202,579.912105375344,31
"1579","Hoteles y Restoranes","empleador",433.41142647,255.707120884101,31
"1580","Transporte y Comunicaciones","empleador",302.75376401,302.75376401,31
"1581","Servicios Sociales y Personales","empleador",1011.16564136,769.444782529828,31
"1582","Agropecuario-Silvicola","cuenta propia",7769.47288239,1641.33614197708,31
"1583","Industria Manufacturera","cuenta propia",6444.64800694,2035.34275915128,31
"1584","Construccion","cuenta propia",4177.96367109,1105.95320706839,31
"1585","Comercio","cuenta propia",16581.01795031,2154.47501928338,31
"1586","Hoteles y Restoranes","cuenta propia",1868.36631139,1011.80075363839,31
"1587","Transporte y Comunicaciones","cuenta propia",3999.33742955,878.1204588825,31
"1588","Servicios Sociales y Personales","cuenta propia",5024.91306646,1295.4669598964,31
"1589","Inmobiliarias","cuenta propia",2228.88577031,822.040914443771,31
"1590","Agropecuario-Silvicola","asalariado sin contrato",7889.54715867,1900.03954169327,31
"1591","Industria Manufacturera","asalariado sin contrato",1614.86601227,666.642558433762,31
"1592","Construccion","asalariado sin contrato",1693.07621816,865.868836179848,31
"1593","Comercio","asalariado sin contrato",4148.37526474,954.748546675106,31
"1594","Hoteles y Restoranes","asalariado sin contrato",1471.17846739,565.703229170066,31
"1595","Transporte y Comunicaciones","asalariado sin contrato",2597.6655184,792.655296211756,31
"1596","Intermediacion Financiera","asalariado sin contrato",75.688441,75.6884410000001,31
